hour,day_of_week,is_weekend,rain_intensity,temperature,humidity,event_flag,rush_hour,avg_speed,traffic_flow
22,0,0,0.0,27.7,47.3,0,0,39.4,262.0
22,0,0,0.01,35.6,53.5,0,0,42.1,248.0
22,0,0,0.23,29.7,51.4,0,0,44.2,264.0
22,0,0,0.0,32.1,69.4,0,0,40.6,219.0
22,0,0,0.0,25.3,32.3,0,0,46.3,228.0
22,0,0,0.23,29.7,56.2,0,0,50.6,301.0
22,0,0,0.0,32.7,51.2,1,0,38.0,354.0
23,0,0,0.16,37.1,59.9,0,0,44.0,125.0
23,0,0,0.03,16.8,81.3,0,0,57.2,50.0
23,0,0,0.33,28.2,49.9,0,0,51.9,158.0
23,0,0,0.0,28.4,82.6,0,0,57.8,50.0
23,0,0,0.05,24.3,37.7,0,0,37.9,125.0
23,0,0,0.0,16.8,48.2,0,0,45.2,120.0
23,0,0,0.4,28.7,55.4,0,0,46.5,100.0
23,0,0,0.46,29.6,40.9,0,0,46.7,160.0
23,0,0,0.02,36.4,65.4,0,0,54.9,84.0
23,0,0,0.74,28.1,40.0,0,0,54.1,172.0
0,1,0,0.4,13.0,47.8,0,0,52.0,161.0
0,1,0,0.21,17.4,60.5,1,0,44.6,193.0
0,1,0,0.36,32.1,72.9,0,0,48.1,153.0
0,1,0,0.53,32.4,81.7,0,0,44.4,167.0
0,1,0,0.03,16.2,50.1,0,0,54.6,134.0
0,1,0,0.39,25.7,59.8,0,0,50.7,98.0
0,1,0,0.41,31.8,53.1,0,0,52.5,131.0
0,1,0,0.43,17.0,79.0,0,0,49.0,150.0
0,1,0,0.2,19.7,73.1,0,0,53.2,109.0
0,1,0,0.27,36.1,53.8,0,0,47.6,107.0
1,1,0,0.41,21.9,70.4,0,0,55.4,113.0
1,1,0,0.53,40.5,80.0,0,0,50.8,132.0
1,1,0,0.0,28.3,48.4,0,0,42.1,137.0
1,1,0,0.57,18.1,54.3,1,0,36.3,202.0
1,1,0,0.0,34.9,33.4,0,0,50.5,116.0
1,1,0,0.62,34.2,67.9,0,0,43.0,139.0
1,1,0,0.08,27.1,46.7,0,0,44.8,91.0
1,1,0,0.0,25.6,88.2,0,0,48.4,93.0
1,1,0,0.47,33.3,55.4,0,0,43.9,104.0
1,1,0,0.0,19.7,59.0,0,0,49.6,72.0
2,1,0,0.26,25.6,66.2,0,0,52.0,118.0
2,1,0,0.26,18.5,67.4,1,0,53.5,142.0
2,1,0,0.44,15.8,72.4,0,0,58.0,88.0
2,1,0,0.4,12.7,82.0,0,0,50.6,148.0
2,1,0,0.32,14.4,72.1,1,0,56.3,162.0
2,1,0,0.21,23.0,45.2,0,0,49.6,134.0
2,1,0,0.54,22.3,41.3,0,0,50.5,117.0
2,1,0,0.29,26.5,56.0,0,0,43.7,110.0
2,1,0,0.72,36.1,68.3,1,0,35.5,261.0
2,1,0,0.31,29.5,30.8,0,0,49.0,101.0
3,1,0,0.0,18.3,33.8,0,0,47.2,151.0
3,1,0,0.68,33.0,34.9,0,0,49.6,170.0
3,1,0,0.22,30.9,42.0,0,0,51.4,160.0
3,1,0,0.25,38.7,34.1,0,0,48.4,140.0
3,1,0,0.52,43.9,46.1,0,0,46.2,166.0
3,1,0,0.53,30.1,57.3,0,0,55.8,102.0
3,1,0,0.02,38.8,56.6,0,0,52.1,118.0
3,1,0,0.06,10.8,31.3,1,0,38.6,158.0
3,1,0,0.2,19.5,85.6,1,0,44.5,181.0
3,1,0,0.72,16.9,45.6,0,0,47.4,150.0
4,1,0,0.44,27.7,78.8,0,0,53.1,114.0
4,1,0,0.0,16.1,45.0,0,0,52.1,188.0
4,1,0,0.0,14.4,79.7,0,0,59.0,80.0
4,1,0,0.0,14.1,60.3,0,0,48.8,93.0
4,1,0,0.25,48.9,41.6,0,0,54.3,133.0
4,1,0,0.25,26.3,74.9,0,0,40.7,182.0
4,1,0,0.34,17.6,40.8,0,0,56.5,96.0
4,1,0,0.23,39.0,39.7,0,0,46.4,97.0
4,1,0,0.13,22.5,61.2,1,0,53.7,124.0
4,1,0,0.16,20.3,44.1,0,0,59.7,143.0
5,1,0,0.0,10.0,62.5,0,0,55.3,133.0
5,1,0,0.2,14.6,54.7,0,0,55.2,126.0
5,1,0,0.0,25.7,66.3,0,0,49.3,90.0
5,1,0,0.33,18.6,42.4,0,0,47.4,152.0
5,1,0,0.21,13.4,55.2,0,0,47.5,116.0
5,1,0,0.81,32.7,71.3,0,0,55.8,173.0
5,1,0,0.31,28.1,80.6,0,0,54.4,62.0
5,1,0,0.13,36.4,41.0,0,0,53.2,86.0
5,1,0,0.57,21.3,84.1,0,0,54.4,137.0
5,1,0,0.35,25.4,34.0,0,0,52.8,110.0
6,1,0,0.56,21.1,56.0,0,0,48.1,112.0
6,1,0,0.0,13.2,34.1,0,0,42.8,82.0
6,1,0,0.47,35.2,72.5,0,0,60.0,131.0
6,1,0,0.28,37.1,34.0,1,0,52.5,197.0
6,1,0,0.41,31.3,78.2,0,0,52.9,99.0
6,1,0,0.52,37.2,74.5,0,0,48.0,128.0
6,1,0,0.29,28.7,84.5,0,0,56.8,139.0
6,1,0,0.44,27.5,64.7,0,0,54.2,104.0
6,1,0,0.74,23.3,46.3,0,0,44.4,141.0
6,1,0,0.0,19.5,55.5,1,0,53.2,150.0
7,1,0,0.0,37.2,79.3,0,1,23.0,533.0
7,1,0,0.48,16.2,45.8,0,1,14.8,696.0
7,1,0,0.0,17.8,41.5,0,1,28.3,470.0
7,1,0,0.0,29.9,69.7,0,1,24.4,517.0
7,1,0,0.0,29.7,35.3,0,1,31.8,472.0
7,1,0,0.06,24.5,45.6,0,1,12.0,535.0
7,1,0,0.23,22.9,49.4,0,1,12.7,612.0
7,1,0,0.06,30.2,64.6,0,1,22.1,546.0
7,1,0,0.0,23.0,31.3,0,1,16.8,536.0
7,1,0,0.0,30.1,69.3,0,1,27.7,519.0
8,1,0,0.32,33.7,63.8,0,1,13.7,655.0
8,1,0,0.69,39.0,89.4,0,1,19.8,766.0
8,1,0,0.0,37.3,43.7,0,1,21.7,521.0
8,1,0,0.14,29.5,61.7,0,1,21.4,574.0
8,1,0,0.02,26.0,57.3,0,1,25.0,545.0
8,1,0,0.37,23.7,40.0,0,1,12.0,706.0
8,1,0,0.5,35.7,46.5,0,1,10.0,713.0
8,1,0,0.0,28.0,72.3,0,1,15.4,560.0
8,1,0,0.1,27.7,31.1,0,1,25.0,555.0
8,1,0,0.45,29.0,78.2,0,1,14.8,683.0
9,1,0,0.0,22.6,39.2,0,1,28.9,450.0
9,1,0,0.25,31.1,65.6,0,1,15.4,584.0
9,1,0,0.18,21.4,35.1,0,1,16.4,599.0
9,1,0,0.3,31.4,42.7,0,1,10.0,639.0
9,1,0,0.47,19.9,89.8,0,1,12.4,696.0
9,1,0,0.56,24.0,33.7,0,1,11.0,708.0
9,1,0,0.14,19.0,34.3,0,1,16.3,536.0
9,1,0,0.0,23.2,36.1,0,1,21.9,492.0
9,1,0,0.18,28.8,46.7,0,1,23.7,554.0
9,1,0,0.0,18.9,37.8,0,1,17.8,477.0
10,1,0,0.06,26.5,42.6,0,0,38.9,304.0
10,1,0,0.46,22.0,39.3,0,0,25.0,411.0
10,1,0,0.37,10.7,78.2,0,0,25.0,396.0
10,1,0,0.0,25.1,67.4,1,0,17.6,447.0
10,1,0,0.18,18.3,48.4,0,0,25.4,307.0
10,1,0,0.36,38.1,70.0,0,0,31.7,401.0
10,1,0,0.32,9.6,80.4,0,0,31.9,341.0
10,1,0,0.71,24.4,59.6,0,0,21.6,508.0
10,1,0,0.49,22.1,54.4,0,0,20.1,401.0
10,1,0,0.05,27.8,41.8,1,0,28.7,526.0
11,1,0,0.87,23.7,43.8,0,0,31.0,445.0
11,1,0,0.0,28.2,64.3,0,0,34.6,282.0
11,1,0,0.02,20.7,79.5,0,0,35.4,316.0
11,1,0,0.22,28.6,38.6,0,0,28.2,389.0
11,1,0,0.0,23.2,63.4,0,0,38.9,312.0
11,1,0,0.36,17.2,43.2,0,0,28.6,398.0
11,1,0,0.0,17.9,30.0,0,0,38.7,309.0
11,1,0,0.61,30.5,39.1,0,0,28.4,383.0
11,1,0,0.19,17.7,85.2,1,0,18.9,499.0
11,1,0,0.18,32.1,58.0,0,0,37.9,325.0
12,1,0,0.0,21.0,65.8,1,0,21.8,485.0
12,1,0,0.02,16.1,60.6,0,0,36.5,328.0
12,1,0,0.35,56.4,33.0,0,0,28.5,386.0
12,1,0,0.56,23.3,39.6,0,0,25.4,433.0
12,1,0,0.03,27.6,66.5,0,0,36.1,283.0
12,1,0,0.57,21.1,53.5,0,0,30.3,420.0
12,1,0,0.0,31.1,70.6,0,0,36.4,322.0
12,1,0,0.01,23.7,31.1,0,0,43.6,305.0
12,1,0,0.0,31.0,50.7,1,0,26.1,465.0
12,1,0,0.41,13.3,70.7,0,0,25.9,424.0
13,1,0,0.0,32.6,46.9,0,0,40.5,330.0
13,1,0,0.0,14.8,34.7,0,0,39.2,251.0
13,1,0,0.5,21.3,86.1,0,0,23.8,406.0
13,1,0,0.0,27.4,88.1,0,0,22.4,303.0
13,1,0,0.14,12.0,69.7,0,0,37.1,359.0
13,1,0,0.46,26.3,79.0,0,0,40.1,382.0
13,1,0,0.48,23.1,83.7,0,0,32.4,407.0
13,1,0,0.0,32.4,41.4,0,0,33.4,284.0
13,1,0,0.57,22.9,37.2,0,0,35.3,443.0
13,1,0,0.18,10.2,48.0,0,0,47.3,302.0
14,1,0,0.47,25.8,50.6,0,0,33.3,439.0
14,1,0,0.77,31.5,83.9,0,0,22.5,436.0
14,1,0,0.16,25.7,64.6,0,0,36.4,308.0
14,1,0,0.24,19.6,74.3,0,0,31.9,361.0
14,1,0,0.0,25.6,40.4,0,0,44.3,248.0
14,1,0,0.18,28.6,50.9,0,0,44.6,331.0
14,1,0,0.37,14.3,45.2,0,0,40.2,332.0
14,1,0,0.33,28.5,58.6,0,0,27.5,340.0
14,1,0,0.02,33.3,42.5,0,0,32.9,304.0
14,1,0,0.57,24.5,43.3,0,0,22.2,473.0
15,1,0,0.08,34.2,57.5,0,0,34.3,331.0
15,1,0,0.3,40.7,32.0,0,0,34.4,298.0
15,1,0,0.34,17.1,88.3,0,0,30.1,432.0
15,1,0,0.16,19.3,37.0,0,0,34.0,357.0
15,1,0,0.02,26.8,51.3,0,0,47.7,240.0
15,1,0,0.32,28.4,66.7,0,0,31.3,336.0
15,1,0,0.11,18.7,54.8,0,0,39.3,362.0
15,1,0,0.15,19.6,40.9,1,0,19.8,514.0
15,1,0,0.17,20.8,40.1,0,0,39.2,346.0
15,1,0,0.2,12.4,73.9,0,0,36.8,356.0
16,1,0,0.0,38.6,75.1,0,0,34.8,360.0
16,1,0,0.69,21.0,79.5,0,0,23.3,472.0
16,1,0,0.56,26.1,55.9,0,0,24.7,456.0
16,1,0,0.4,21.2,59.0,0,0,35.5,337.0
16,1,0,0.0,31.1,32.4,0,0,30.6,345.0
16,1,0,0.59,15.6,78.3,0,0,30.0,438.0
16,1,0,0.0,31.8,89.4,0,0,35.7,302.0
16,1,0,0.58,33.7,37.2,0,0,32.7,402.0
16,1,0,0.34,10.0,55.0,0,0,30.5,371.0
16,1,0,0.65,21.2,83.9,0,0,22.5,450.0
17,1,0,0.51,38.2,39.8,0,1,10.0,779.0
17,1,0,0.02,24.2,32.4,1,1,18.6,797.0
17,1,0,0.22,21.7,30.7,0,1,17.1,639.0
17,1,0,0.23,21.0,53.9,0,1,14.2,664.0
17,1,0,0.49,16.8,46.3,0,1,15.9,770.0
17,1,0,0.01,25.6,55.6,0,1,19.0,578.0
17,1,0,0.0,19.3,79.0,1,1,10.0,780.0
17,1,0,0.4,18.8,33.1,0,1,10.1,653.0
17,1,0,0.0,11.9,61.8,1,1,10.0,848.0
17,1,0,0.38,30.7,39.2,0,1,10.0,718.0
18,1,0,0.0,11.0,70.8,0,1,10.2,607.0
18,1,0,0.36,15.9,45.6,0,1,10.0,690.0
18,1,0,0.0,21.0,70.3,0,1,21.7,575.0
18,1,0,0.09,34.5,39.4,0,1,23.5,576.0
18,1,0,0.0,32.1,34.9,0,1,22.2,578.0
18,1,0,0.52,26.8,47.4,0,1,10.0,860.0
18,1,0,0.0,10.0,49.8,0,1,16.5,594.0
18,1,0,0.48,29.3,63.4,0,1,10.0,746.0
18,1,0,0.0,31.6,81.9,0,1,23.5,546.0
18,1,0,0.47,38.5,66.2,0,1,20.9,793.0
19,1,0,0.0,20.8,76.1,0,1,11.2,582.0
19,1,0,0.39,14.5,74.8,0,1,10.0,741.0
19,1,0,0.0,35.0,58.7,0,1,21.1,554.0
19,1,0,0.1,24.8,34.9,0,1,26.4,575.0
19,1,0,0.0,26.5,47.8,0,1,17.9,567.0
19,1,0,0.69,40.6,60.0,0,1,17.3,818.0
19,1,0,0.15,31.2,38.6,0,1,20.4,596.0
19,1,0,0.77,27.0,84.0,0,1,17.3,924.0
19,1,0,0.31,26.2,47.7,0,1,10.0,719.0
19,1,0,0.56,38.9,31.0,0,1,17.9,785.0
20,1,0,0.4,40.5,50.6,0,0,39.4,294.0
20,1,0,0.66,19.7,76.8,0,0,41.3,339.0
20,1,0,0.55,26.1,87.5,0,0,46.5,364.0
20,1,0,0.23,18.3,52.8,1,0,39.1,379.0
20,1,0,0.1,23.3,48.9,1,0,32.3,388.0
20,1,0,0.52,25.7,89.7,0,0,33.3,378.0
20,1,0,0.0,16.4,54.2,0,0,45.0,276.0
20,1,0,0.0,21.8,67.9,0,0,36.4,246.0
20,1,0,0.53,33.5,75.2,0,0,39.8,342.0
20,1,0,0.42,36.5,41.2,0,0,26.1,384.0
21,1,0,0.09,28.3,37.5,0,0,31.7,334.0
21,1,0,0.0,25.7,33.4,0,0,37.0,246.0
21,1,0,0.0,27.1,68.3,0,0,37.5,299.0
21,1,0,0.0,16.4,66.8,0,0,41.3,288.0
21,1,0,0.62,14.3,58.0,0,0,27.1,377.0
21,1,0,0.0,31.5,84.7,0,0,50.5,209.0
21,1,0,0.0,38.0,75.4,0,0,41.2,172.0
21,1,0,0.27,17.2,88.2,0,0,38.7,273.0
21,1,0,0.22,8.0,39.7,0,0,40.0,221.0
21,1,0,0.0,23.1,83.0,0,0,39.3,186.0
22,1,0,0.0,40.6,68.9,0,0,44.2,245.0
22,1,0,0.93,20.7,64.9,0,0,27.2,369.0
22,1,0,0.12,17.3,39.8,0,0,45.6,237.0
22,1,0,0.22,19.6,65.7,1,0,32.8,431.0
22,1,0,0.53,20.5,62.4,0,0,30.1,346.0
22,1,0,0.14,31.4,47.8,0,0,39.8,264.0
22,1,0,0.79,13.9,34.8,0,0,29.5,428.0
22,1,0,0.19,18.3,67.8,0,0,41.1,291.0
22,1,0,0.26,24.2,37.5,0,0,32.9,306.0
22,1,0,0.17,21.1,61.0,0,0,38.7,293.0
23,1,0,0.13,41.4,78.6,0,0,57.2,93.0
23,1,0,0.15,16.4,68.6,0,0,52.1,95.0
23,1,0,0.45,26.7,53.0,0,0,43.2,127.0
23,1,0,0.3,34.7,51.2,0,0,57.1,131.0
23,1,0,0.33,33.8,77.1,0,0,60.0,81.0
23,1,0,0.22,29.6,66.3,1,0,39.1,193.0
23,1,0,0.0,27.3,33.6,1,0,48.4,192.0
23,1,0,0.0,26.1,70.0,0,0,48.7,97.0
23,1,0,0.08,21.7,42.1,0,0,52.5,91.0
23,1,0,0.29,5.0,59.0,0,0,46.5,156.0
0,2,0,0.21,15.6,33.7,1,0,42.9,178.0
0,2,0,0.5,26.4,63.5,0,0,42.4,146.0
0,2,0,0.08,26.1,86.8,0,0,57.2,91.0
0,2,0,0.0,26.0,51.5,0,0,39.8,129.0
0,2,0,0.55,36.1,54.6,0,0,53.5,64.0
0,2,0,0.23,29.1,73.7,0,0,45.2,91.0
0,2,0,0.1,23.3,40.7,0,0,55.7,127.0
0,2,0,0.0,46.2,85.3,0,0,51.1,95.0
0,2,0,0.55,20.0,89.6,1,0,40.9,232.0
0,2,0,0.05,29.8,54.0,0,0,51.2,114.0
1,2,0,0.35,20.7,50.1,0,0,59.6,111.0
1,2,0,0.56,27.3,78.2,0,0,53.1,121.0
1,2,0,0.58,7.3,54.2,0,0,48.7,151.0
1,2,0,0.32,18.4,53.8,0,0,46.0,108.0
1,2,0,0.14,41.5,55.1,0,0,40.4,146.0
1,2,0,0.0,27.1,58.3,0,0,55.8,163.0
1,2,0,0.4,18.5,31.5,0,0,44.2,168.0
1,2,0,0.0,28.5,71.7,1,0,47.2,191.0
1,2,0,0.41,36.7,59.3,0,0,47.9,121.0
1,2,0,0.74,13.2,60.8,0,0,52.0,104.0
2,2,0,0.39,26.0,40.5,0,0,51.8,105.0
2,2,0,0.46,42.0,54.4,0,0,47.9,165.0
2,2,0,0.27,33.6,83.4,0,0,50.0,159.0
2,2,0,0.67,21.5,84.8,0,0,52.8,115.0
2,2,0,0.0,19.9,44.8,0,0,42.2,116.0
2,2,0,0.0,39.9,66.9,0,0,45.9,102.0
2,2,0,0.0,17.7,54.0,0,0,55.4,140.0
2,2,0,0.17,33.0,63.9,0,0,54.4,151.0
2,2,0,0.0,33.1,82.8,0,0,55.4,92.0
2,2,0,0.06,22.1,81.5,0,0,47.5,166.0
3,2,0,0.43,18.7,75.6,0,0,43.2,111.0
3,2,0,0.37,26.5,48.2,0,0,52.4,150.0
3,2,0,0.0,22.7,70.3,0,0,59.4,116.0
3,2,0,0.21,13.3,48.7,0,0,42.3,173.0
3,2,0,0.0,31.1,54.3,0,0,51.2,75.0
3,2,0,0.23,25.6,52.2,0,0,51.5,131.0
3,2,0,0.1,28.0,87.4,0,0,49.5,63.0
3,2,0,0.19,19.2,36.5,0,0,47.6,91.0
3,2,0,0.28,26.7,48.1,0,0,54.2,105.0
3,2,0,0.3,26.1,71.0,0,0,40.3,124.0
4,2,0,0.25,42.7,37.2,0,0,45.7,150.0
4,2,0,0.16,27.7,69.7,0,0,52.8,135.0
4,2,0,0.16,27.7,81.5,0,0,47.0,125.0
4,2,0,0.45,34.2,45.1,0,0,50.3,134.0
4,2,0,0.22,23.8,58.5,0,0,57.2,107.0
4,2,0,0.3,22.3,62.9,0,0,45.1,142.0
4,2,0,0.95,27.1,57.7,0,0,47.9,187.0
4,2,0,0.02,27.5,80.3,0,0,54.9,138.0
4,2,0,0.46,22.5,73.5,0,0,45.6,130.0
4,2,0,0.22,26.5,67.9,0,0,49.0,90.0
5,2,0,0.16,27.5,76.5,0,0,52.3,82.0
5,2,0,0.21,22.9,88.5,0,0,47.9,73.0
5,2,0,0.28,7.9,56.4,0,0,56.0,123.0
5,2,0,0.0,25.2,89.0,0,0,52.4,95.0
5,2,0,0.5,38.6,54.9,0,0,44.4,182.0
5,2,0,0.35,21.1,68.9,1,0,36.7,156.0
5,2,0,0.46,18.4,60.8,0,0,39.4,163.0
5,2,0,0.2,25.2,85.2,0,0,51.5,102.0
5,2,0,0.09,14.2,43.2,0,0,54.3,121.0
5,2,0,0.24,22.7,85.7,0,0,52.4,90.0
6,2,0,0.0,26.4,52.5,0,0,53.3,144.0
6,2,0,0.17,21.4,78.1,0,0,43.2,93.0
6,2,0,0.23,41.3,81.7,0,0,59.1,112.0
6,2,0,0.2,27.4,89.2,0,0,57.3,91.0
6,2,0,0.27,25.1,81.5,0,0,47.4,130.0
6,2,0,0.0,20.9,79.1,0,0,47.8,130.0
6,2,0,0.0,18.9,34.1,0,0,45.3,107.0
6,2,0,0.0,11.7,52.6,0,0,55.8,50.0
6,2,0,0.15,22.4,47.9,0,0,51.2,85.0
6,2,0,0.08,27.3,68.1,0,0,58.1,112.0
7,2,0,0.38,21.7,40.1,0,1,12.3,697.0
7,2,0,0.01,17.9,47.3,0,1,17.4,462.0
7,2,0,0.0,26.3,71.5,0,1,19.2,485.0
7,2,0,0.63,25.1,74.4,0,1,14.1,724.0
7,2,0,0.0,25.8,52.6,0,1,23.2,485.0
7,2,0,0.16,28.3,32.6,0,1,12.7,552.0
7,2,0,0.08,27.2,88.9,0,1,14.3,571.0
7,2,0,0.56,13.2,41.5,0,1,14.4,759.0
7,2,0,0.14,20.8,48.8,0,1,28.1,514.0
7,2,0,0.29,16.3,78.9,0,1,14.4,587.0
8,2,0,0.02,19.3,48.0,0,1,27.7,542.0
8,2,0,0.0,36.2,79.4,0,1,15.7,496.0
8,2,0,0.04,28.9,36.6,0,1,26.0,507.0
8,2,0,0.0,34.2,33.3,0,1,28.6,458.0
8,2,0,0.0,23.4,38.8,0,1,22.4,484.0
8,2,0,0.0,24.6,48.5,0,1,30.0,510.0
8,2,0,0.24,33.0,62.1,0,1,14.2,583.0
8,2,0,0.13,29.8,52.3,0,1,26.3,528.0
8,2,0,0.49,26.9,33.0,0,1,10.0,687.0
8,2,0,0.42,18.3,85.2,0,1,10.0,614.0
9,2,0,0.18,29.3,59.3,0,1,14.2,593.0
9,2,0,0.65,28.2,78.7,0,1,10.0,738.0
9,2,0,0.08,33.0,77.6,0,1,22.5,538.0
9,2,0,0.44,30.0,80.7,0,1,11.3,657.0
9,2,0,0.7,17.5,57.0,0,1,18.5,758.0
9,2,0,0.0,28.9,75.0,0,1,26.8,458.0
9,2,0,0.5,18.2,59.0,0,1,10.0,675.0
9,2,0,0.22,32.6,72.4,1,1,10.0,870.0
9,2,0,0.12,22.3,30.1,0,1,11.2,571.0
9,2,0,0.25,34.7,39.2,0,1,21.0,622.0
10,2,0,0.47,31.1,88.5,0,0,37.6,356.0
10,2,0,0.03,26.6,83.8,0,0,33.9,296.0
10,2,0,0.31,34.8,53.6,0,0,28.8,410.0
10,2,0,0.46,22.0,35.3,0,0,30.2,426.0
10,2,0,0.12,14.8,39.9,0,0,43.9,337.0
10,2,0,0.0,29.2,42.7,0,0,36.5,297.0
10,2,0,0.54,26.5,70.0,1,0,11.6,660.0
10,2,0,0.3,26.4,61.7,0,0,35.3,354.0
10,2,0,0.29,9.9,63.9,0,0,36.5,336.0
10,2,0,0.64,13.0,88.2,0,0,26.2,464.0
11,2,0,0.35,36.6,41.5,0,0,36.2,418.0
11,2,0,0.13,45.0,61.7,0,0,24.3,337.0
11,2,0,0.37,20.6,41.1,0,0,27.1,384.0
11,2,0,0.0,40.5,46.6,0,0,45.7,241.0
11,2,0,0.0,25.2,74.2,0,0,34.8,299.0
11,2,0,0.38,23.1,30.7,0,0,28.8,440.0
11,2,0,0.0,24.8,88.3,0,0,34.0,372.0
11,2,0,0.17,12.2,55.7,0,0,38.7,326.0
11,2,0,0.21,13.8,76.1,0,0,30.1,353.0
11,2,0,0.55,23.3,45.7,0,0,28.3,417.0
12,2,0,0.85,13.6,64.3,0,0,19.4,467.0
12,2,0,0.12,18.5,36.0,0,0,35.8,376.0
12,2,0,0.46,13.7,57.3,0,0,25.0,459.0
12,2,0,0.0,15.8,85.5,0,0,34.1,299.0
12,2,0,0.26,31.1,62.8,0,0,28.4,340.0
12,2,0,0.26,34.2,60.9,0,0,35.1,359.0
12,2,0,0.0,26.5,71.0,0,0,40.8,304.0
12,2,0,0.27,16.9,76.0,0,0,29.4,393.0
12,2,0,0.42,27.2,67.4,0,0,26.9,390.0
12,2,0,0.43,34.0,48.1,0,0,25.0,420.0
13,2,0,0.0,23.8,67.0,0,0,36.5,297.0
13,2,0,0.0,24.2,89.1,1,0,25.6,438.0
13,2,0,0.39,19.4,55.5,1,0,16.8,580.0
13,2,0,0.18,21.0,79.0,0,0,32.7,370.0
13,2,0,0.54,21.9,38.0,0,0,29.5,435.0
13,2,0,0.37,23.6,46.5,0,0,22.9,425.0
13,2,0,0.38,20.3,74.3,0,0,27.9,386.0
13,2,0,0.0,16.3,89.0,0,0,38.9,341.0
13,2,0,0.18,26.9,78.1,1,0,18.0,547.0
13,2,0,0.0,16.2,75.4,0,0,26.3,347.0
14,2,0,0.69,22.0,43.7,0,0,23.8,461.0
14,2,0,0.0,24.2,51.3,0,0,38.2,282.0
14,2,0,0.49,26.7,39.1,0,0,29.9,467.0
14,2,0,0.71,19.6,54.6,0,0,25.3,463.0
14,2,0,0.52,35.2,32.3,1,0,11.8,642.0
14,2,0,0.22,3.3,84.6,0,0,40.3,371.0
14,2,0,0.31,27.5,57.4,0,0,34.6,305.0
14,2,0,0.0,24.7,63.0,0,0,34.2,330.0
14,2,0,0.36,21.2,63.5,0,0,35.8,330.0
14,2,0,0.54,24.2,48.3,0,0,27.1,422.0
15,2,0,0.5,19.3,58.3,0,0,27.5,401.0
15,2,0,0.34,23.6,50.6,0,0,33.0,381.0
15,2,0,0.74,22.3,89.0,0,0,31.2,449.0
15,2,0,0.17,16.1,66.4,1,0,22.3,499.0
15,2,0,0.32,27.1,56.0,0,0,48.8,325.0
15,2,0,0.47,23.0,83.6,0,0,18.8,445.0
15,2,0,0.0,29.6,46.7,0,0,44.2,251.0
15,2,0,0.0,12.4,89.9,0,0,34.1,303.0
15,2,0,0.35,2.2,45.5,0,0,31.2,366.0
15,2,0,0.15,28.4,64.3,0,0,37.5,338.0
16,2,0,0.76,21.1,74.0,0,0,30.8,541.0
16,2,0,0.0,22.3,88.6,0,0,43.4,300.0
16,2,0,0.0,29.2,62.6,1,0,35.6,455.0
16,2,0,0.59,20.1,40.2,0,0,24.6,394.0
16,2,0,0.63,22.2,59.1,0,0,32.2,462.0
16,2,0,0.52,20.6,44.3,0,0,20.3,426.0
16,2,0,0.25,42.6,56.7,0,0,35.2,362.0
16,2,0,0.52,26.6,65.0,0,0,37.2,399.0
16,2,0,0.17,17.9,53.7,0,0,38.0,330.0
16,2,0,0.0,15.0,83.7,0,0,40.1,298.0
17,2,0,0.29,9.0,71.3,0,1,10.0,717.0
17,2,0,0.0,15.2,48.9,0,1,22.0,499.0
17,2,0,0.02,17.3,88.5,0,1,10.0,530.0
17,2,0,0.29,25.4,44.5,0,1,16.9,723.0
17,2,0,0.0,26.6,70.6,0,1,14.4,564.0
17,2,0,0.0,30.5,80.5,0,1,20.3,515.0
17,2,0,0.56,12.8,62.7,0,1,10.0,800.0
17,2,0,0.0,19.6,54.7,0,1,23.7,531.0
17,2,0,0.0,12.2,88.6,0,1,16.1,526.0
17,2,0,0.66,25.3,81.5,0,1,17.0,843.0
18,2,0,0.0,34.0,33.7,0,1,17.3,508.0
18,2,0,0.51,31.1,48.2,0,1,16.5,772.0
18,2,0,0.71,21.8,71.6,0,1,20.0,911.0
18,2,0,0.33,37.5,46.5,0,1,10.4,644.0
18,2,0,0.48,26.5,64.2,0,1,23.4,786.0
18,2,0,0.0,24.3,40.9,0,1,22.8,499.0
18,2,0,0.13,11.6,38.0,0,1,16.7,598.0
18,2,0,0.39,29.7,76.1,0,1,10.0,746.0
18,2,0,0.28,34.6,68.8,1,1,10.0,1082.0
18,2,0,0.23,22.4,34.9,0,1,11.5,610.0
19,2,0,0.0,26.1,71.5,0,1,21.3,545.0
19,2,0,0.22,33.4,58.0,0,1,10.0,669.0
19,2,0,0.25,26.4,67.6,0,1,10.0,659.0
19,2,0,0.37,23.8,66.6,0,1,16.1,742.0
19,2,0,0.3,20.7,46.5,0,1,18.1,651.0
19,2,0,0.3,23.7,31.5,0,1,16.7,725.0
19,2,0,0.35,33.6,68.8,0,1,10.0,726.0
19,2,0,0.04,24.4,51.7,0,1,19.9,593.0
19,2,0,0.0,24.5,55.6,0,1,16.0,583.0
19,2,0,0.0,33.3,61.5,0,1,10.0,549.0
20,2,0,0.61,16.3,69.7,0,0,40.0,328.0
20,2,0,0.0,22.0,69.3,0,0,39.4,243.0
20,2,0,0.0,7.2,34.6,0,0,42.4,270.0
20,2,0,0.06,12.9,80.3,0,0,44.4,241.0
20,2,0,0.0,26.8,36.1,0,0,48.4,234.0
20,2,0,0.38,8.8,35.5,0,0,42.9,327.0
20,2,0,0.05,21.0,41.1,0,0,37.8,254.0
